order_id,order_number,customer_id,order_status,order_total,currency_code,created_at,updated_at
238,ORD-0000000238,52,paid,2811.91,USD,2026-08-01T03:58:00+00:00,2026-08-01T03:58:00+00:00
239,ORD-0000000239,16,shipped,3303.04,USD,2026-08-01T03:59:00+00:00,2026-08-01T03:59:00+00:00
240,ORD-0000000240,32,paid,1588.84,USD,2026-08-01T04:00:00+00:00,2026-08-01T04:00:00+00:00
241,ORD-0000000241,66,delivered,4648.44,USD,2026-08-01T04:01:00+00:00,2026-08-01T04:01:00+00:00
242,ORD-0000000242,28,cancelled,1278.29,USD,2026-08-01T04:02:00+00:00,2026-08-01T04:02:00+00:00
243,ORD-0000000243,69,pending,356.68,USD,2026-08-01T04:03:00+00:00,2026-08-01T04:03:00+00:00
244,ORD-0000000244,34,shipped,2381.33,USD,2026-08-01T04:04:00+00:00,2026-08-01T04:04:00+00:00
245,ORD-0000000245,71,shipped,328.85,USD,2026-08-01T04:05:00+00:00,2026-08-01T04:05:00+00:00
246,ORD-0000000246,58,cancelled,2127.06,USD,2026-08-01T04:06:00+00:00,2026-08-01T04:06:00+00:00
247,ORD-0000000247,48,shipped,2234.41,USD,2026-08-01T04:07:00+00:00,2026-08-01T04:07:00+00:00
248,ORD-0000000248,5,paid,3788.78,USD,2026-08-01T04:08:00+00:00,2026-08-01T04:08:00+00:00
249,ORD-0000000249,18,shipped,4890.76,USD,2026-08-01T04:09:00+00:00,2026-08-01T04:09:00+00:00
250,ORD-0000000250,69,delivered,3775.46,USD,2026-08-01T04:10:00+00:00,2026-08-01T04:10:00+00:00
251,ORD-0000000251,77,delivered,2216.39,USD,2026-08-01T04:11:00+00:00,2026-08-01T04:11:00+00:00
252,ORD-0000000252,75,delivered,2369.57,USD,2026-08-01T04:12:00+00:00,2026-08-01T04:12:00+00:00
253,ORD-0000000253,19,paid,50.57,USD,2026-08-01T04:13:00+00:00,2026-08-01T04:13:00+00:00
254,ORD-0000000254,25,pending,3055.40,USD,2026-08-01T04:14:00+00:00,2026-08-01T04:14:00+00:00
255,ORD-0000000255,61,pending,3507.57,USD,2026-08-01T04:15:00+00:00,2026-08-01T04:15:00+00:00
256,ORD-0000000256,85,delivered,4933.78,USD,2026-08-01T04:16:00+00:00,2026-08-01T04:16:00+00:00
257,ORD-0000000257,62,paid,823.90,USD,2026-08-01T04:17:00+00:00,2026-08-01T04:17:00+00:00
258,ORD-0000000258,39,shipped,1417.23,USD,2026-08-01T04:18:00+00:00,2026-08-01T04:18:00+00:00
259,ORD-0000000259,62,shipped,2962.96,USD,2026-08-01T04:19:00+00:00,2026-08-01T04:19:00+00:00
260,ORD-0000000260,38,pending,2624.69,USD,2026-08-01T04:20:00+00:00,2026-08-01T04:20:00+00:00
261,ORD-0000000261,28,paid,2500.70,USD,2026-08-01T04:21:00+00:00,2026-08-01T04:21:00+00:00
262,ORD-0000000262,86,cancelled,535.79,USD,2026-08-01T04:22:00+00:00,2026-08-01T04:22:00+00:00
263,ORD-0000000263,53,shipped,2528.28,USD,2026-08-01T04:23:00+00:00,2026-08-01T04:23:00+00:00
264,ORD-0000000264,84,delivered,1740.90,USD,2026-08-01T04:24:00+00:00,2026-08-01T04:24:00+00:00
265,ORD-0000000265,84,cancelled,1147.89,USD,2026-08-01T04:25:00+00:00,2026-08-01T04:25:00+00:00
266,ORD-0000000266,54,paid,273.48,USD,2026-08-01T04:26:00+00:00,2026-08-01T04:26:00+00:00
267,ORD-0000000267,24,shipped,233.85,USD,2026-08-01T04:27:00+00:00,2026-08-01T04:27:00+00:00
268,ORD-0000000268,73,cancelled,561.27,USD,2026-08-01T04:28:00+00:00,2026-08-01T04:28:00+00:00
269,ORD-0000000269,59,cancelled,2993.58,USD,2026-08-01T04:29:00+00:00,2026-08-01T04:29:00+00:00
270,ORD-0000000270,83,shipped,1592.70,USD,2026-08-01T04:30:00+00:00,2026-08-01T04:30:00+00:00
271,ORD-0000000271,73,paid,914.92,USD,2026-08-01T04:31:00+00:00,2026-08-01T04:31:00+00:00
272,ORD-0000000272,66,shipped,68.37,USD,2026-08-01T04:32:00+00:00,2026-08-01T04:32:00+00:00
273,ORD-0000000273,24,paid,2897.58,USD,2026-08-01T04:33:00+00:00,2026-08-01T04:33:00+00:00
274,ORD-0000000274,43,shipped,1766.96,USD,2026-08-01T04:34:00+00:00,2026-08-01T04:34:00+00:00
275,ORD-0000000275,40,paid,2789.24,USD,2026-08-01T04:35:00+00:00,2026-08-01T04:35:00+00:00
276,ORD-0000000276,79,paid,398.78,USD,2026-08-01T04:36:00+00:00,2026-08-01T04:36:00+00:00
277,ORD-0000000277,96,cancelled,2421.55,USD,2026-08-01T04:37:00+00:00,2026-08-01T04:37:00+00:00
278,ORD-0000000278,98,paid,3878.89,USD,2026-08-01T04:38:00+00:00,2026-08-01T04:38:00+00:00
279,ORD-0000000279,65,paid,4426.90,USD,2026-08-01T04:39:00+00:00,2026-08-01T04:39:00+00:00
280,ORD-0000000280,12,cancelled,2105.82,USD,2026-08-01T04:40:00+00:00,2026-08-01T04:40:00+00:00
281,ORD-0000000281,72,delivered,1167.56,USD,2026-08-01T04:41:00+00:00,2026-08-01T04:41:00+00:00
282,ORD-0000000282,75,pending,535.02,USD,2026-08-01T04:42:00+00:00,2026-08-01T04:42:00+00:00
283,ORD-0000000283,90,pending,1393.26,USD,2026-08-01T04:43:00+00:00,2026-08-01T04:43:00+00:00
284,ORD-0000000284,49,delivered,2463.46,USD,2026-08-01T04:44:00+00:00,2026-08-01T04:44:00+00:00
285,ORD-0000000285,23,cancelled,2841.07,USD,2026-08-01T04:45:00+00:00,2026-08-01T04:45:00+00:00
286,ORD-0000000286,87,cancelled,2934.25,USD,2026-08-01T04:46:00+00:00,2026-08-01T04:46:00+00:00
287,ORD-0000000287,25,pending,1686.36,USD,2026-08-01T04:47:00+00:00,2026-08-01T04:47:00+00:00
288,ORD-0000000288,79,pending,835.04,USD,2026-08-01T04:48:00+00:00,2026-08-01T04:48:00+00:00
289,ORD-0000000289,5,delivered,4023.55,USD,2026-08-01T04:49:00+00:00,2026-08-01T04:49:00+00:00
290,ORD-0000000290,28,pending,779.74,USD,2026-08-01T04:50:00+00:00,2026-08-01T04:50:00+00:00
291,ORD-0000000291,41,cancelled,4075.08,USD,2026-08-01T04:51:00+00:00,2026-08-01T04:51:00+00:00
292,ORD-0000000292,36,pending,6419.65,USD,2026-08-01T04:52:00+00:00,2026-08-01T04:52:00+00:00
293,ORD-0000000293,83,delivered,3259.78,USD,2026-08-01T04:53:00+00:00,2026-08-01T04:53:00+00:00
294,ORD-0000000294,29,shipped,1916.07,USD,2026-08-01T04:54:00+00:00,2026-08-01T04:54:00+00:00
295,ORD-0000000295,54,cancelled,2635.26,USD,2026-08-01T04:55:00+00:00,2026-08-01T04:55:00+00:00
296,ORD-0000000296,69,paid,749.20,USD,2026-08-01T04:56:00+00:00,2026-08-01T04:56:00+00:00
297,ORD-0000000297,87,cancelled,3881.53,USD,2026-08-01T04:57:00+00:00,2026-08-01T04:57:00+00:00
298,ORD-0000000298,39,pending,2184.60,USD,2026-08-01T04:58:00+00:00,2026-08-01T04:58:00+00:00
299,ORD-0000000299,32,cancelled,1181.61,USD,2026-08-01T04:59:00+00:00,2026-08-01T04:59:00+00:00
300,ORD-0000000300,100,shipped,2936.11,USD,2026-08-01T05:00:00+00:00,2026-08-01T05:00:00+00:00
301,ORD-0000000301,64,delivered,719.80,USD,2026-08-01T05:01:00+00:00,2026-08-01T05:01:00+00:00
302,ORD-0000000302,98,shipped,1184.27,USD,2026-08-01T05:02:00+00:00,2026-08-01T05:02:00+00:00
303,ORD-0000000303,73,paid,3951.75,USD,2026-08-01T05:03:00+00:00,2026-08-01T05:03:00+00:00
304,ORD-0000000304,75,delivered,2559.43,USD,2026-08-01T05:04:00+00:00,2026-08-01T05:04:00+00:00
305,ORD-0000000305,32,delivered,3227.42,USD,2026-08-01T05:05:00+00:00,2026-08-01T05:05:00+00:00
306,ORD-0000000306,22,paid,2190.40,USD,2026-08-01T05:06:00+00:00,2026-08-01T05:06:00+00:00
307,ORD-0000000307,53,paid,286.61,USD,2026-08-01T05:07:00+00:00,2026-08-01T05:07:00+00:00
308,ORD-0000000308,28,cancelled,2215.00,USD,2026-08-01T05:08:00+00:00,2026-08-01T05:08:00+00:00
309,ORD-0000000309,1,cancelled,3870.58,USD,2026-08-01T05:09:00+00:00,2026-08-01T05:09:00+00:00
310,ORD-0000000310,90,delivered,1558.74,USD,2026-08-01T05:10:00+00:00,2026-08-01T05:10:00+00:00
311,ORD-0000000311,25,cancelled,3554.33,USD,2026-08-01T05:11:00+00:00,2026-08-01T05:11:00+00:00
312,ORD-0000000312,90,paid,1483.11,USD,2026-08-01T05:12:00+00:00,2026-08-01T05:12:00+00:00
313,ORD-0000000313,49,delivered,1609.30,USD,2026-08-01T05:13:00+00:00,2026-08-01T05:13:00+00:00
314,ORD-0000000314,73,pending,2929.29,USD,2026-08-01T05:14:00+00:00,2026-08-01T05:14:00+00:00
315,ORD-0000000315,70,cancelled,1198.56,USD,2026-08-01T05:15:00+00:00,2026-08-01T05:15:00+00:00
316,ORD-0000000316,3,paid,1511.72,USD,2026-08-01T05:16:00+00:00,2026-08-01T05:16:00+00:00
317,ORD-0000000317,50,cancelled,2448.07,USD,2026-08-01T05:17:00+00:00,2026-08-01T05:17:00+00:00
318,ORD-0000000318,96,shipped,1449.60,USD,2026-08-01T05:18:00+00:00,2026-08-01T05:18:00+00:00
319,ORD-0000000319,30,pending,3130.33,USD,2026-08-01T05:19:00+00:00,2026-08-01T05:19:00+00:00
320,ORD-0000000320,4,shipped,3817.86,USD,2026-08-01T05:20:00+00:00,2026-08-01T05:20:00+00:00
321,ORD-0000000321,85,delivered,2105.60,USD,2026-08-01T05:21:00+00:00,2026-08-01T05:21:00+00:00
322,ORD-0000000322,38,paid,1471.17,USD,2026-08-01T05:22:00+00:00,2026-08-01T05:22:00+00:00
323,ORD-0000000323,20,delivered,1556.16,USD,2026-08-01T05:23:00+00:00,2026-08-01T05:23:00+00:00
324,ORD-0000000324,14,pending,438.48,USD,2026-08-01T05:24:00+00:00,2026-08-01T05:24:00+00:00
325,ORD-0000000325,47,shipped,25.81,USD,2026-08-01T05:25:00+00:00,2026-08-01T05:25:00+00:00
326,ORD-0000000326,24,delivered,3000.97,USD,2026-08-01T05:26:00+00:00,2026-08-01T05:26:00+00:00
327,ORD-0000000327,12,cancelled,2753.80,USD,2026-08-01T05:27:00+00:00,2026-08-01T05:27:00+00:00
328,ORD-0000000328,67,paid,1059.84,USD,2026-08-01T05:28:00+00:00,2026-08-01T05:28:00+00:00
329,ORD-0000000329,22,delivered,819.63,USD,2026-08-01T05:29:00+00:00,2026-08-01T05:29:00+00:00
330,ORD-0000000330,32,delivered,3285.98,USD,2026-08-01T05:30:00+00:00,2026-08-01T05:30:00+00:00
331,ORD-0000000331,49,shipped,2443.88,USD,2026-08-01T05:31:00+00:00,2026-08-01T05:31:00+00:00
332,ORD-0000000332,89,paid,3289.86,USD,2026-08-01T05:32:00+00:00,2026-08-01T05:32:00+00:00
333,ORD-0000000333,49,shipped,5052.89,USD,2026-08-01T05:33:00+00:00,2026-08-01T05:33:00+00:00
334,ORD-0000000334,4,delivered,70.42,USD,2026-08-01T05:34:00+00:00,2026-08-01T05:34:00+00:00
335,ORD-0000000335,87,delivered,471.22,USD,2026-08-01T05:35:00+00:00,2026-08-01T05:35:00+00:00
336,ORD-0000000336,85,paid,1730.92,USD,2026-08-01T05:36:00+00:00,2026-08-01T05:36:00+00:00
337,ORD-0000000337,65,delivered,2001.49,USD,2026-08-01T05:37:00+00:00,2026-08-01T05:37:00+00:00
338,ORD-0000000338,83,cancelled,202.28,USD,2026-08-01T05:38:00+00:00,2026-08-01T05:38:00+00:00
339,ORD-0000000339,97,shipped,6021.70,USD,2026-08-01T05:39:00+00:00,2026-08-01T05:39:00+00:00
340,ORD-0000000340,89,cancelled,1036.16,USD,2026-08-01T05:40:00+00:00,2026-08-01T05:40:00+00:00
341,ORD-0000000341,99,cancelled,2086.09,USD,2026-08-01T05:41:00+00:00,2026-08-01T05:41:00+00:00
342,ORD-0000000342,45,shipped,4314.88,USD,2026-08-01T05:42:00+00:00,2026-08-01T05:42:00+00:00
343,ORD-0000000343,13,delivered,848.45,USD,2026-08-01T05:43:00+00:00,2026-08-01T05:43:00+00:00
344,ORD-0000000344,87,paid,2883.89,USD,2026-08-01T05:44:00+00:00,2026-08-01T05:44:00+00:00
345,ORD-0000000345,43,cancelled,2099.56,USD,2026-08-01T05:45:00+00:00,2026-08-01T05:45:00+00:00
346,ORD-0000000346,4,cancelled,1887.24,USD,2026-08-01T05:46:00+00:00,2026-08-01T05:46:00+00:00
347,ORD-0000000347,1,paid,446.20,USD,2026-08-01T05:47:00+00:00,2026-08-01T05:47:00+00:00
348,ORD-0000000348,14,cancelled,1578.96,USD,2026-08-01T05:48:00+00:00,2026-08-01T05:48:00+00:00
349,ORD-0000000349,15,shipped,4124.78,USD,2026-08-01T05:49:00+00:00,2026-08-01T05:49:00+00:00
350,ORD-0000000350,15,shipped,3703.56,USD,2026-08-01T05:50:00+00:00,2026-08-01T05:50:00+00:00
351,ORD-0000000351,11,paid,1280.67,USD,2026-08-01T05:51:00+00:00,2026-08-01T05:51:00+00:00
352,ORD-0000000352,89,paid,1930.05,USD,2026-08-01T05:52:00+00:00,2026-08-01T05:52:00+00:00
353,ORD-0000000353,89,paid,2755.19,USD,2026-08-01T05:53:00+00:00,2026-08-01T05:53:00+00:00
354,ORD-0000000354,2,delivered,2192.85,USD,2026-08-01T05:54:00+00:00,2026-08-01T05:54:00+00:00
355,ORD-0000000355,84,delivered,2591.65,USD,2026-08-01T05:55:00+00:00,2026-08-01T05:55:00+00:00
356,ORD-0000000356,73,pending,358.68,USD,2026-08-01T05:56:00+00:00,2026-08-01T05:56:00+00:00
357,ORD-0000000357,69,shipped,3329.88,USD,2026-08-01T05:57:00+00:00,2026-08-01T05:57:00+00:00
358,ORD-0000000358,71,cancelled,50.57,USD,2026-08-01T05:58:00+00:00,2026-08-01T05:58:00+00:00
359,ORD-0000000359,35,cancelled,1557.82,USD,2026-08-01T05:59:00+00:00,2026-08-01T05:59:00+00:00
360,ORD-0000000360,55,pending,934.92,USD,2026-08-01T06:00:00+00:00,2026-08-01T06:00:00+00:00
361,ORD-0000000361,45,pending,6519.77,USD,2026-08-01T06:01:00+00:00,2026-08-01T06:01:00+00:00
362,ORD-0000000362,22,cancelled,2660.49,USD,2026-08-01T06:02:00+00:00,2026-08-01T06:02:00+00:00
363,ORD-0000000363,69,shipped,3079.81,USD,2026-08-01T06:03:00+00:00,2026-08-01T06:03:00+00:00
364,ORD-0000000364,18,delivered,374.60,USD,2026-08-01T06:04:00+00:00,2026-08-01T06:04:00+00:00
365,ORD-0000000365,90,paid,483.75,USD,2026-08-01T06:05:00+00:00,2026-08-01T06:05:00+00:00
366,ORD-0000000366,98,delivered,939.86,USD,2026-08-01T06:06:00+00:00,2026-08-01T06:06:00+00:00
367,ORD-0000000367,82,pending,4404.08,USD,2026-08-01T06:07:00+00:00,2026-08-01T06:07:00+00:00
368,ORD-0000000368,75,pending,719.80,USD,2026-08-01T06:08:00+00:00,2026-08-01T06:08:00+00:00
369,ORD-0000000369,82,shipped,967.96,USD,2026-08-01T06:09:00+00:00,2026-08-01T06:09:00+00:00
370,ORD-0000000370,28,delivered,1321.08,USD,2026-08-01T06:10:00+00:00,2026-08-01T06:10:00+00:00
371,ORD-0000000371,44,cancelled,1321.88,USD,2026-08-01T06:11:00+00:00,2026-08-01T06:11:00+00:00
372,ORD-0000000372,16,paid,2321.07,USD,2026-08-01T06:12:00+00:00,2026-08-01T06:12:00+00:00
373,ORD-0000000373,12,shipped,2892.72,USD,2026-08-01T06:13:00+00:00,2026-08-01T06:13:00+00:00
374,ORD-0000000374,81,shipped,365.50,USD,2026-08-01T06:14:00+00:00,2026-08-01T06:14:00+00:00
375,ORD-0000000375,1,paid,1367.00,USD,2026-08-01T06:15:00+00:00,2026-08-01T06:15:00+00:00
376,ORD-0000000376,90,shipped,356.68,USD,2026-08-01T06:16:00+00:00,2026-08-01T06:16:00+00:00
377,ORD-0000000377,62,pending,556.16,USD,2026-08-01T06:17:00+00:00,2026-08-01T06:17:00+00:00
378,ORD-0000000378,41,shipped,604.28,USD,2026-08-01T06:18:00+00:00,2026-08-01T06:18:00+00:00
379,ORD-0000000379,68,cancelled,315.10,USD,2026-08-01T06:19:00+00:00,2026-08-01T06:19:00+00:00
380,ORD-0000000380,57,shipped,1954.16,USD,2026-08-01T06:20:00+00:00,2026-08-01T06:20:00+00:00
381,ORD-0000000381,79,delivered,1343.18,USD,2026-08-01T06:21:00+00:00,2026-08-01T06:21:00+00:00
382,ORD-0000000382,76,delivered,1228.34,USD,2026-08-01T06:22:00+00:00,2026-08-01T06:22:00+00:00
383,ORD-0000000383,32,cancelled,4096.52,USD,2026-08-01T06:23:00+00:00,2026-08-01T06:23:00+00:00
384,ORD-0000000384,66,paid,1441.87,USD,2026-08-01T06:24:00+00:00,2026-08-01T06:24:00+00:00
385,ORD-0000000385,64,cancelled,416.97,USD,2026-08-01T06:25:00+00:00,2026-08-01T06:25:00+00:00
386,ORD-0000000386,47,shipped,414.79,USD,2026-08-01T06:26:00+00:00,2026-08-01T06:26:00+00:00
387,ORD-0000000387,70,paid,2842.89,USD,2026-08-01T06:27:00+00:00,2026-08-01T06:27:00+00:00
388,ORD-0000000388,6,pending,2724.69,USD,2026-08-01T06:28:00+00:00,2026-08-01T06:28:00+00:00
389,ORD-0000000389,11,cancelled,2392.98,USD,2026-08-01T06:29:00+00:00,2026-08-01T06:29:00+00:00
390,ORD-0000000390,42,delivered,1183.38,USD,2026-08-01T06:30:00+00:00,2026-08-01T06:30:00+00:00
391,ORD-0000000391,12,delivered,1530.35,USD,2026-08-01T06:31:00+00:00,2026-08-01T06:31:00+00:00
392,ORD-0000000392,78,pending,1673.58,USD,2026-08-01T06:32:00+00:00,2026-08-01T06:32:00+00:00
393,ORD-0000000393,90,pending,1995.75,USD,2026-08-01T06:33:00+00:00,2026-08-01T06:33:00+00:00
394,ORD-0000000394,93,shipped,702.55,USD,2026-08-01T06:34:00+00:00,2026-08-01T06:34:00+00:00
395,ORD-0000000395,99,pending,2825.09,USD,2026-08-01T06:35:00+00:00,2026-08-01T06:35:00+00:00
396,ORD-0000000396,81,pending,3798.58,USD,2026-08-01T06:36:00+00:00,2026-08-01T06:36:00+00:00
397,ORD-0000000397,21,shipped,50.57,USD,2026-08-01T06:37:00+00:00,2026-08-01T06:37:00+00:00
398,ORD-0000000398,30,cancelled,165.48,USD,2026-08-01T06:38:00+00:00,2026-08-01T06:38:00+00:00
399,ORD-0000000399,32,pending,1619.03,USD,2026-08-01T06:39:00+00:00,2026-08-01T06:39:00+00:00
400,ORD-0000000400,42,paid,2293.70,USD,2026-08-01T06:40:00+00:00,2026-08-01T06:40:00+00:00
401,ORD-0000000401,87,pending,2132.49,USD,2026-08-01T06:41:00+00:00,2026-08-01T06:41:00+00:00
402,ORD-0000000402,9,delivered,2097.02,USD,2026-08-01T06:42:00+00:00,2026-08-01T06:42:00+00:00
403,ORD-0000000403,2,shipped,280.57,USD,2026-08-01T06:43:00+00:00,2026-08-01T06:43:00+00:00
404,ORD-0000000404,32,delivered,2984.24,USD,2026-08-01T06:44:00+00:00,2026-08-01T06:44:00+00:00
405,ORD-0000000405,20,pending,2711.15,USD,2026-08-01T06:45:00+00:00,2026-08-01T06:45:00+00:00
406,ORD-0000000406,95,shipped,2371.20,USD,2026-08-01T06:46:00+00:00,2026-08-01T06:46:00+00:00
407,ORD-0000000407,31,delivered,1383.90,USD,2026-08-01T06:47:00+00:00,2026-08-01T06:47:00+00:00
408,ORD-0000000408,53,shipped,5361.33,USD,2026-08-01T06:48:00+00:00,2026-08-01T06:48:00+00:00
409,ORD-0000000409,76,cancelled,356.68,USD,2026-08-01T06:49:00+00:00,2026-08-01T06:49:00+00:00
410,ORD-0000000410,31,shipped,2041.32,USD,2026-08-01T06:50:00+00:00,2026-08-01T06:50:00+00:00
411,ORD-0000000411,35,paid,745.60,USD,2026-08-01T06:51:00+00:00,2026-08-01T06:51:00+00:00
412,ORD-0000000412,100,cancelled,66.39,USD,2026-08-01T06:52:00+00:00,2026-08-01T06:52:00+00:00
413,ORD-0000000413,22,delivered,3600.50,USD,2026-08-01T06:53:00+00:00,2026-08-01T06:53:00+00:00
414,ORD-0000000414,60,shipped,980.78,USD,2026-08-01T06:54:00+00:00,2026-08-01T06:54:00+00:00
415,ORD-0000000415,88,shipped,3703.82,USD,2026-08-01T06:55:00+00:00,2026-08-01T06:55:00+00:00
416,ORD-0000000416,87,shipped,4394.78,USD,2026-08-01T06:56:00+00:00,2026-08-01T06:56:00+00:00
417,ORD-0000000417,32,pending,1353.86,USD,2026-08-01T06:57:00+00:00,2026-08-01T06:57:00+00:00
418,ORD-0000000418,52,shipped,2191.75,USD,2026-08-01T06:58:00+00:00,2026-08-01T06:58:00+00:00
419,ORD-0000000419,34,pending,144.32,USD,2026-08-01T06:59:00+00:00,2026-08-01T06:59:00+00:00
420,ORD-0000000420,83,delivered,677.48,USD,2026-08-01T07:00:00+00:00,2026-08-01T07:00:00+00:00
421,ORD-0000000421,60,pending,915.64,USD,2026-08-01T07:01:00+00:00,2026-08-01T07:01:00+00:00
422,ORD-0000000422,4,delivered,2918.70,USD,2026-08-01T07:02:00+00:00,2026-08-01T07:02:00+00:00
423,ORD-0000000423,79,cancelled,3101.74,USD,2026-08-01T07:03:00+00:00,2026-08-01T07:03:00+00:00
424,ORD-0000000424,50,paid,4558.80,USD,2026-08-01T07:04:00+00:00,2026-08-01T07:04:00+00:00
425,ORD-0000000425,62,cancelled,1751.56,USD,2026-08-01T07:05:00+00:00,2026-08-01T07:05:00+00:00
426,ORD-0000000426,41,cancelled,1894.03,USD,2026-08-01T07:06:00+00:00,2026-08-01T07:06:00+00:00
427,ORD-0000000427,61,cancelled,2209.81,USD,2026-08-01T07:07:00+00:00,2026-08-01T07:07:00+00:00
428,ORD-0000000428,85,paid,3134.45,USD,2026-08-01T07:08:00+00:00,2026-08-01T07:08:00+00:00
429,ORD-0000000429,46,paid,2154.81,USD,2026-08-01T07:09:00+00:00,2026-08-01T07:09:00+00:00
430,ORD-0000000430,76,pending,1652.63,USD,2026-08-01T07:10:00+00:00,2026-08-01T07:10:00+00:00
431,ORD-0000000431,23,delivered,490.39,USD,2026-08-01T07:11:00+00:00,2026-08-01T07:11:00+00:00
432,ORD-0000000432,30,cancelled,2380.85,USD,2026-08-01T07:12:00+00:00,2026-08-01T07:12:00+00:00
433,ORD-0000000433,43,cancelled,612.89,USD,2026-08-01T07:13:00+00:00,2026-08-01T07:13:00+00:00
434,ORD-0000000434,8,pending,1018.99,USD,2026-08-01T07:14:00+00:00,2026-08-01T07:14:00+00:00
435,ORD-0000000435,68,shipped,902.32,USD,2026-08-01T07:15:00+00:00,2026-08-01T07:15:00+00:00
436,ORD-0000000436,76,pending,1450.28,USD,2026-08-01T07:16:00+00:00,2026-08-01T07:16:00+00:00
437,ORD-0000000437,84,shipped,1104.45,USD,2026-08-01T07:17:00+00:00,2026-08-01T07:17:00+00:00
438,ORD-0000000438,29,cancelled,416.55,USD,2026-08-01T07:18:00+00:00,2026-08-01T07:18:00+00:00
439,ORD-0000000439,23,pending,4186.62,USD,2026-08-01T07:19:00+00:00,2026-08-01T07:19:00+00:00
440,ORD-0000000440,14,delivered,1092.99,USD,2026-08-01T07:20:00+00:00,2026-08-01T07:20:00+00:00
441,ORD-0000000441,45,shipped,2175.10,USD,2026-08-01T07:21:00+00:00,2026-08-01T07:21:00+00:00
442,ORD-0000000442,2,shipped,1022.69,USD,2026-08-01T07:22:00+00:00,2026-08-01T07:22:00+00:00
443,ORD-0000000443,33,pending,385.72,USD,2026-08-01T07:23:00+00:00,2026-08-01T07:23:00+00:00
444,ORD-0000000444,57,delivered,1680.78,USD,2026-08-01T07:24:00+00:00,2026-08-01T07:24:00+00:00
445,ORD-0000000445,70,delivered,433.95,USD,2026-08-01T07:25:00+00:00,2026-08-01T07:25:00+00:00
446,ORD-0000000446,84,paid,249.94,USD,2026-08-01T07:26:00+00:00,2026-08-01T07:26:00+00:00
447,ORD-0000000447,3,shipped,1387.62,USD,2026-08-01T07:27:00+00:00,2026-08-01T07:27:00+00:00
448,ORD-0000000448,94,pending,2762.94,USD,2026-08-01T07:28:00+00:00,2026-08-01T07:28:00+00:00
449,ORD-0000000449,21,pending,374.18,USD,2026-08-01T07:29:00+00:00,2026-08-01T07:29:00+00:00
450,ORD-0000000450,25,delivered,1781.76,USD,2026-08-01T07:30:00+00:00,2026-08-01T07:30:00+00:00
451,ORD-0000000451,74,cancelled,1428.48,USD,2026-08-01T07:31:00+00:00,2026-08-01T07:31:00+00:00
452,ORD-0000000452,62,paid,981.94,USD,2026-08-01T07:32:00+00:00,2026-08-01T07:32:00+00:00
453,ORD-0000000453,22,shipped,86.79,USD,2026-08-01T07:33:00+00:00,2026-08-01T07:33:00+00:00
454,ORD-0000000454,40,delivered,5021.59,USD,2026-08-01T07:34:00+00:00,2026-08-01T07:34:00+00:00
455,ORD-0000000455,49,shipped,762.30,USD,2026-08-01T07:35:00+00:00,2026-08-01T07:35:00+00:00
456,ORD-0000000456,60,shipped,288.44,USD,2026-08-01T07:36:00+00:00,2026-08-01T07:36:00+00:00
457,ORD-0000000457,97,pending,1264.77,USD,2026-08-01T07:37:00+00:00,2026-08-01T07:37:00+00:00
458,ORD-0000000458,70,delivered,4061.95,USD,2026-08-01T07:38:00+00:00,2026-08-01T07:38:00+00:00
459,ORD-0000000459,61,shipped,68.37,USD,2026-08-01T07:39:00+00:00,2026-08-01T07:39:00+00:00
460,ORD-0000000460,65,cancelled,1922.26,USD,2026-08-01T07:40:00+00:00,2026-08-01T07:40:00+00:00
461,ORD-0000000461,17,pending,3854.60,USD,2026-08-01T07:41:00+00:00,2026-08-01T07:41:00+00:00
462,ORD-0000000462,94,pending,328.85,USD,2026-08-01T07:42:00+00:00,2026-08-01T07:42:00+00:00
463,ORD-0000000463,51,cancelled,3802.50,USD,2026-08-01T07:43:00+00:00,2026-08-01T07:43:00+00:00
464,ORD-0000000464,67,delivered,460.80,USD,2026-08-01T07:44:00+00:00,2026-08-01T07:44:00+00:00
465,ORD-0000000465,19,cancelled,4241.88,USD,2026-08-01T07:45:00+00:00,2026-08-01T07:45:00+00:00
466,ORD-0000000466,34,delivered,1363.18,USD,2026-08-01T07:46:00+00:00,2026-08-01T07:46:00+00:00
467,ORD-0000000467,80,cancelled,1890.46,USD,2026-08-01T07:47:00+00:00,2026-08-01T07:47:00+00:00
468,ORD-0000000468,48,pending,990.34,USD,2026-08-01T07:48:00+00:00,2026-08-01T07:48:00+00:00
469,ORD-0000000469,39,delivered,1577.25,USD,2026-08-01T07:49:00+00:00,2026-08-01T07:49:00+00:00
470,ORD-0000000470,57,paid,2704.75,USD,2026-08-01T07:50:00+00:00,2026-08-01T07:50:00+00:00
471,ORD-0000000471,9,shipped,1846.74,USD,2026-08-01T07:51:00+00:00,2026-08-01T07:51:00+00:00
472,ORD-0000000472,32,pending,3399.19,USD,2026-08-01T07:52:00+00:00,2026-08-01T07:52:00+00:00
473,ORD-0000000473,51,pending,839.76,USD,2026-08-01T07:53:00+00:00,2026-08-01T07:53:00+00:00
474,ORD-0000000474,63,cancelled,2728.63,USD,2026-08-01T07:54:00+00:00,2026-08-01T07:54:00+00:00
475,ORD-0000000475,96,pending,1503.65,USD,2026-08-01T07:55:00+00:00,2026-08-01T07:55:00+00:00
